Temperature, Et, tn0, k, chi2
418, 0.34485, 9.18855e-05, 1.59238, 0.00154482
418, 0.355766, 0.000107097, 1.22416, 0.00154482
418, 0.366682, 0.000122017, 0.95221, 0.00154482
418, 0.377598, 0.00013601, 0.751357, 0.00154482
418, 0.388514, 0.000148596, 0.603015, 0.00154482
418, 0.39943, 0.000159497, 0.493455, 0.00154482
418, 0.410346, 0.000168634, 0.412537, 0.00154482
418, 0.421262, 0.000176084, 0.352775, 0.00154482
418, 0.432177, 0.000182023, 0.308636, 0.00154482
418, 0.443093, 0.000186673, 0.276037, 0.00154482
418, 0.454009, 0.000190263, 0.251961, 0.00154482
418, 0.464925, 0.000193004, 0.234179, 0.00154482
418, 0.475841, 0.00019508, 0.221046, 0.00154482
418, 0.486757, 0.000196642, 0.211346, 0.00154482
418, 0.497673, 0.000197812, 0.204183, 0.00154482
418, 0.508589, 0.000198685, 0.198892, 0.00154482
418, 0.519505, 0.000199335, 0.194984, 0.00154482
418, 0.530421, 0.000199817, 0.192098, 0.00154482
418, 0.541336, 0.000200175, 0.189966, 0.00154482
418, 0.552252, 0.00020044, 0.188392, 0.00154482
418, 0.563168, 0.000200637, 0.18723, 0.00154482
418, 0.574084, 0.000200782, 0.186371, 0.00154482
418, 0.585, 0.000200889, 0.185737, 0.00154482
418, 0.595916, 0.000200969, 0.185268, 0.00154482
418, 0.606832, 0.000201027, 0.184923, 0.00154482
418, 0.617748, 0.000201071, 0.184667, 0.00154482
418, 0.628664, 0.000201103, 0.184479, 0.00154482
418, 0.639579, 0.000201126, 0.18434, 0.00154482
418, 0.650495, 0.000201144, 0.184238, 0.00154482
418, 0.661411, 0.000201156, 0.184163, 0.00154482
418, 0.672327, 0.000201166, 0.184108, 0.00154482
418, 0.683243, 0.000201173, 0.184068, 0.00154482
418, 0.694159, 0.000201177, 0.184039, 0.00154482
418, 0.705075, 0.000201181, 0.18402, 0.00154482
418, 0.715991, 0.000201183, 0.184007, 0.00154482
418, 0.726907, 0.000201184, 0.184, 0.00154482
418, 0.737823, 0.000201184, 0.183998, 0.00154482
418, 0.748738, 0.000201184, 0.184001, 0.00154482
418, 0.759654, 0.000201183, 0.184009, 0.00154482
418, 0.77057, 0.00020118, 0.184023, 0.00154482
418, 0.781486, 0.000201177, 0.184044, 0.00154482
418, 0.792402, 0.000201171, 0.184075, 0.00154482
